,username,user_id,description,url_count,protected,followers_count,friends_count,user_created_at,user_favourites_count,utc_offset,geo_enabled,veified,user_statuses_count,contributors_enabled,translation_enabled,user_follows_me,user_is_friend
151,tgatte,19269295,"CEO @marqueeinsights, let me help you make better decisions, Speaker, Writer, Poet, #PowerBI, #MSBI, Cajun technologist, Data Platform MVP, MSFT, SBUX alum",1,False,1233,1177,2009,1624,NA,True,False,7825,False,False,0,1
152,puppetize,88982108,"Building a world where the software that powers everything around us is always available, is constantly modern & accessible from anywhere.",1,False,69942,2117,2009,5329,NA,True,True,15792,False,False,0,1
153,WilsonHurd,1134989412,"We are a supplier of custom Membrane Switches, Printed Electronics, Touchscreens, Plastic Injection Molding, Keypads, Nameplates, Dials, Panels & Overlays.",1,False,1136,2114,2013,903,NA,False,False,4642,False,False,0,1
154,EntDataArchitec,383558390,"Married, Christian, Husband, Father, Friend, Conservative, Technology, Farm
#Data AI Machine Learning #SQL #PowerBI #MAGA #KAG  Greatest #POTUS NO DMs",NA,False,2976,4949,2011,3106,NA,False,False,1454,False,False,0,1
155,the_oppo,3329671095,"Fostering Business Opportunities with Purpose, by building bridges across #Technology, #Innovation, #PositiveImpact and #FutureofWork  https://t.co/85Fax0t7PO",1,False,160,583,2015,78,NA,True,False,345,False,False,0,1
156,xebialabs,104449048,"Enterprise-scale Continuous Delivery and #DevOps software, providing companies with the visibility, automation and control to deliver software faster.",1,False,5835,4718,2010,6573,NA,True,False,10845,False,False,0,1
157,RemyBovi,2318607846,Senior Consultant - Expert on #Microsoft Technologies #Azure member of #CMDComm @projetlys,1,False,451,334,2014,864,NA,True,False,5646,False,False,0,1
158,BobbyNaydenov,3795577054,"AWS All 5 certtificate holder, IT Enterprise Architect, Senior at Progress software",NA,False,549,2071,2015,927,NA,False,False,704,False,False,0,1
159,agoume,1060150772,Founder and #ChiefDigitalOfficer At https://t.co/uIVQvqxBXR #bigdata #Iot #digitaltransformation #businessdeveloper #coworking #entrepreneur #Togaf #EA #mentor,1,False,553,2750,2013,1625,NA,True,False,818,False,False,0,1
160,kishorkumardba,750951795376197633,SQL Database Admin | Linux System Admin | Windows Admin | Network Admin,1,False,190,1835,2016,47,NA,True,False,155,False,False,0,1
161,meredithlynam,17868814,solutionist. scientist. passionate lover of learning & the exchange.,NA,False,477,2152,2008,144,NA,False,False,1654,False,False,0,1
162,topiclyai,763159823412113408,AI and ML bringing you the best Artificial Intelligence News. Meta isn't it?,1,False,2216,4049,2016,6068,NA,False,False,14916,False,False,0,1
163,DMR_Rosaria,518374220,I loved data before they were big and I loved learning before it was deep,1,False,965,405,2012,2043,NA,False,False,5942,False,False,0,1
164,ExecRecOReilly,17845959,mom headhunter nature lover film freak #leadership #CEO #datascience #Csuite #board #governance #advancedmanufacturing #psychometric #ai,1,False,1030,2853,2008,3517,NA,True,False,864,False,True,0,1
165,saviommoreira,138784137,"Technology Enthusiastic. PMP,ITIL,COBIT,CTFL,CSM ALM, QA, Project Management",1,False,663,2357,2010,1308,NA,True,False,4275,False,False,0,1
166,getfact,17208837,"DotNet Software/Web Developer, Database Architect",1,False,82,260,2008,41,NA,False,False,166,False,False,0,1
167,NickTLCGroup,758390143535423488,"We specialise in Digital, Data & Advanced Analytics. Follow me for exclusive opportunities & to find out how to survive a robot takeover!",1,False,609,2550,2016,91,NA,False,False,205,False,False,0,1
168,JorgeArteiro,2581526838,"Open Source Consultant @Microsoft Evangelist,Speaker,ex Azure MVP,DevOps,Architect/Developer #kubernetes #linux #azure #containers #go #api #security",NA,False,2031,5000,2014,8466,NA,True,False,4791,False,True,0,1
169,channel64dotnet,779744083526942720,"Everyday new video for developers. #dotnet, #dev, #web, #backend, #frontend, #agile, #functional",1,False,277,1327,2016,3708,NA,False,False,222,False,False,0,1
170,livefeeltaste,915202620,"Creative stuff, the tech & the web, all things UX, nomad at heart.",NA,False,60,253,2012,167,NA,False,False,158,False,False,0,1
171,raddevus,1837894206,"Software developer interested in Android, Windows, & LInux. Writer & quote collector. I've developed software for every Win OS since Win 3.1",1,False,643,1522,2013,642,NA,False,False,1146,False,False,0,1
172,ChatbotStudios,744686730578632704,#Bots are coming! 👾💬 #AI #ML #NLP,NA,False,788,1542,2016,2583,NA,False,False,267,False,False,0,1
173,BUEFRINDS,761008831371612164,Science & Tech,NA,False,599,4994,2016,12,NA,False,False,363,False,False,0,1
174,MdCplus,437674175,Tweets on #branding #communication #elearning #MOOC #edtech #SEO #SMM #IoT #FinTech #InfoSec #B2B #ITIL #SMB #Contact me on #LinkedIn: https://t.co/9DoYX8atuq,1,False,36695,33848,2011,7076,NA,False,False,89720,False,True,0,1
175,technoxray,778346411620302849,"Tech Xray is all about staying on top of all of the latest cutting edge technologies.  Virtual Reality, Robotics, and AI are a few of the topics covered.",1,False,2045,4584,2016,11,NA,False,False,62337,False,False,0,1
176,ITIL_GONE,818249470798241792,"ITIL is dead in the water
DIGITAL PRODUCT is the new KING
#PRODUCT #DevOps #Agile #Aha! #Jira #Software #Application #App",NA,False,44,405,2017,7,NA,False,False,27,False,False,0,1
177,JamesvandenBerg,89009369,I'm a MVP CDM Cloud and DataCenter Management. #Azure #Azuremonitor #AzureStack #Sysctr #Hyperv #Winserv #AzureDevOps Future Care.   My blogsite :,1,False,6212,2983,2009,10169,NA,True,False,26238,False,False,0,1
178,marcos_moret,6698772,"Tweets on business strategy, change leadership, digital/tech, CX, psychology, performance, education, innovation, entrepreneurship, science, creativity, nature",1,False,972,3713,2007,4229,NA,True,False,3721,False,False,0,1
179,tech38731,820650170773868544,"#AI #VR #AR #blockchain #tech #chabots #wearables #Robotics #BigData #IoT #Industry40 #cybersecurity #infosec
#iotsecurity",NA,False,1290,1548,2017,4333,NA,False,False,7775,False,False,0,1
180,DevOpsTools,822482847600701440,"Tips, Tools and Techniques for all things: #DevOps, #Cloud, #BigData, #ITOps.",NA,False,359,1283,2017,495,NA,False,False,64,False,False,0,1
181,madhuragaikwad,962576107,Digital Marketer | Digital Enthusiast | Inbound Marketing  #DevOps #LeanUX #Technology #Software #Continuousdelivery #Continuousdesign #Digital #Marketing,1,False,60,430,2012,65,NA,False,False,117,False,False,0,1
182,virtualcorresp1,744060683805986816,Technology News - Drones - VR -Smarthome Automation - Virtual and Augmented Reality - Gadgets- Technology Ground Zero #VRGaming @virtualcorresp1,1,False,2306,4526,2016,1142,NA,True,False,745,False,False,0,1
183,TV_techs,783679959797669888,"Educate, create and ensures security. Windows OS, Mac OS, Local Area Networks, and Website Heros. 
Your weekend project taken care of. #thevalleytechs",1,False,16,51,2016,41,NA,False,False,153,False,False,0,1
184,MenentBeyhan,1474235113,"Business Performance Manager at #Ericsson Follows digital topics including #womenintech, #5G, #IoT, #bigdata, #VR, #AR. Fairtrade Ambassador in Sweden.",1,False,369,1037,2013,1047,NA,True,False,2223,False,False,0,1
185,Luckys_Blog,390792129,Director #Cloud #Productmanagement #marketing @Rackspace frm @Datapipe | #IT Blogger | #AWS #Alibaba #Azure #GCP | @LehighU Engineer |views expressed are my own,1,False,1216,1451,2011,3903,NA,True,False,1716,False,False,0,1
186,GaryHope,11908512,"Runner, cyclist, scuba diver, and love the intersection of electronics, math, data and innovation. Work at Microsoft by day. Thoughts and comments are my own!",NA,False,303,708,2008,138,NA,False,False,1290,False,False,0,1
187,mrmarketology,43683120,Mr Marketology provides marketing advice and resources in the areas of social search optimization and SEO. Beneficial to business owners and marketing execs.,1,False,16018,20374,2009,64973,NA,True,False,8018,False,False,0,1
188,awkso,10340332,HTML / CSS / Javascript par plaisir. #linux,NA,False,2841,2672,2007,539,NA,False,False,1408,False,False,0,1
189,steformicola,266730784,"Napoli-Milano ~ Computer Eng. student @PoliMi &  Developer Academy student @UninaIT. Interested in ICT, AI, Big Data, innovation, cinema, jokes and bulldogs.",1,False,89,176,2011,178,NA,True,False,1077,False,False,0,1
190,Q9NetworksInc,1638217740,"Q9 is Canada’s Data Centre - the largest provider of data centre services in Canada including Co-location, Cloud and Managed Hosting services.",1,False,323,845,2013,39,NA,False,False,208,False,False,0,1
191,DMU_CyberTech,771704172416798722,"Cyber Technology Institute at DMU, Leicester, UK - Academic Centre of Excellence - ACE-CSR - Supported by Airbus, BT, Deloitte UK, Rolls-Royce",1,False,1598,3205,2016,3259,NA,False,False,2646,False,False,0,1
192,xamariner,765819731802587136,"#DotNet Pianist, #Microsoft & #Xamarin MVP, #Agile Technologist, Driven #Cucumberist",1,False,840,1176,2016,306,NA,True,False,384,False,False,0,1
193,CHARBELNEMNOM,416033787,"Cloud Architect @itnetX_CH and proud #Microsoft Cloud and Datacenter Management #MVP. Speaker, blogger, and author #Azure #AzureStack #Automation #Cybersecurity",1,False,2653,3217,2011,13868,NA,True,False,5783,False,False,0,1
194,PersonaAI,790604182944358401,Just another #AI #Startup creatively utilizing #MachineLearning #bigdata and #tech. #Fintech is the #Future and there's no time like the present!,NA,False,2030,4110,2016,2,NA,False,False,55140,False,False,0,1
195,DevTheShawn,829335660402180098,"Web and Software Development student at MATC and lover of all things having to do with the creation of music. You had me at ""Hello World""",1,False,44,162,2017,67,NA,False,False,71,False,False,0,1
196,EnvyTechMV,831305737267720192,I am an IT Network Specialist student at Milwaukee Area Technical College.  I am a freelance computer guy who likes to custom build computers.,NA,False,16,64,2017,28,NA,False,False,11,False,False,0,1
197,CyLab,28335326,CyLab is @CarnegieMellon's Security & Privacy Institute. Our 300+ researchers are passionate about creating a world in which technology can be trusted.,1,False,6344,1646,2009,2184,NA,True,False,5599,False,False,0,1
198,dollarexc,821703633418846208,"Love to develop apps and website.

#PHP #Laravel #NodeJS #AngularJS #ReactJS #VueJS #CSS #JavaScript #Backend #Frontend #Programmer",1,False,14,78,2017,19,NA,False,False,135,False,False,0,1
199,praveen_korom,18302179,Technology Enthusiast #IOT #BlockChain #API #Microsoft #Creative #Docker,NA,False,83,251,2008,101,NA,False,False,385,False,False,0,1
200,Peterthegotoguy,566905358,Frontend Engineer doing frontend stuff.,1,False,54,31,2012,479,NA,False,False,166,False,False,0,1
201,doghoggler,762624313770082304,Developers of Beast Battle Simulator:  A Physics-Based dinosaur/animal sandbox battle game: https://t.co/ZzPoTt9KgL,NA,False,709,2241,2016,107,NA,False,False,45,False,False,0,1
202,tsukky_2000,152040226,"I'm solution engineer for Microsoft products. My work style mission is ""MOTTAINAI"",""KAIZEN"",""KANBAN"" my blog https://t.co/13neCvlQ7Z https://t.co/tUexE7cUQH",NA,False,161,652,2010,12936,NA,True,False,4858,False,False,0,1
203,wildcard78,26379044,"Zerto SE, NYC VMUG co-leader, VMware vExpert; virtualization, automation, data protection, and other fun things",NA,False,1185,4993,2009,6740,NA,True,False,812,False,False,0,1
204,Brendamoindi19,3387884680,Reporter @SW_Africa programmer @TheNextCodes,1,False,8,17,2015,5,NA,False,False,44,False,False,0,1
205,mrmiller1972,68134207,"Catholic. husband. hockey dad. @bgsu grad. university technologist #ConfigMgr, #Intune and #PowerShell. Posts are my views, not my employer's.",NA,False,572,1919,2009,10167,NA,True,False,10445,False,False,0,1
206,APIConnect_THBS,833907173419839488,"API Connect is advanced multi-tenant API Management Gateway, that comes with an Integrated API Store and Developer Portal. API Connect is ready for the IoT era.",1,False,91,483,2017,6,NA,False,False,7,False,False,0,1
207,normangruener,343874161,"Industrietechnologe, tätig als Business und Data Analyst",NA,False,59,489,2011,258,NA,False,False,301,False,False,0,1
208,arkramac,2176505552,I work on the Azure Cosmos DB Engineering team. Speak for myself and not my employer.,NA,False,253,108,2013,64,NA,False,False,334,False,False,0,1
209,Richard_Sink,24051331,"Enabling #AI-powered #martech, organic #SEO, web presence optimization & #socialmedia outlets to solve today's business problems. #EZShareVideos #videomarketing",1,False,27324,23004,2009,2115,NA,True,False,11030,False,False,0,1
210,vinayakj,29968113,"Agile and technology buff passionately building enterprise, mobile, cloud and big data products for lean start-ups and enterprises",1,False,970,676,2009,257,NA,True,False,5883,False,False,0,1
211,socialswengg,4374514694,Do you use Twitter for getting updates w.r.t software development if Yes please help research at @soarsmu by sharing your experience at https://t.co/N2WaISrviQ,NA,False,7,116,2015,21,NA,False,False,5,False,False,0,1
212,GetLevvel,2265343634,You're going to use technology to change the world. We're going to help you create it. We exist to make your endeavor a success story.,1,False,1656,2968,2013,1493,NA,False,False,5858,False,False,0,1
213,bitscooplabs,3335421439,"We cure the pains of API integration & software development with powerful and flexible solutions for APIs, microservices, and data science.",1,False,447,2514,2015,26,NA,True,False,250,False,False,0,1
214,rafalbielec,14207827,Senior software developer. Polish and British national.,1,False,1094,2385,2008,401,NA,False,False,3833,False,False,0,1
215,BenjaminTheDev,3431101654,Full-time #remote #developer #javascript #reactJS #redux #NodeJS #jQuery #APIs #webpack,1,False,1697,4971,2015,9091,NA,True,False,3815,False,False,0,1
216,MindFlavor,75983708,"Microsoft employee, Data Platform specialist. Back-end dev. Worst Age of Empires player ever. Tweets are my own.",1,False,232,353,2009,296,NA,True,False,546,False,False,1,1
217,Nezne1k4,472839308,Android Developer #IndieDev 🙃,NA,False,84,747,2012,886,NA,False,False,1164,False,False,0,1
218,klibbey,21709550,Innovator and entrepreneur;  Palo Alto dad and fair-weather cyclist;  follow and share latest #tech trends. @Harvard and @Stanford alum.,1,False,137,221,2009,119,NA,False,False,467,False,False,0,1
219,_DenisseMiranda,560957238,"Digital marketer, business strategist, designer, geek, nerd. I  ❤️ #creativity #design #branding #tech #DataScience #history #espanglish ☕️ / views are my own",1,False,1070,4973,2012,5689,NA,True,False,4157,False,False,0,1
